frame_index,time_sec,class_id,class_name,confidence,xmin,ymin,xmax,ymax,preprocess_ms,inference_ms,postprocess_ms,end_to_end_fps
210,10.559,1,mouse,0.959957,341.26,133.61,498.95,230.32,2.728,25.533,3.334,20.018
210,10.559,1,mouse,0.935361,0.14,120.55,143.08,475.75,2.728,25.533,3.334,20.018
211,10.600,1,mouse,0.876888,329.72,162.92,522.36,257.67,2.616,25.575,2.948,20.476
212,10.659,1,mouse,0.963699,400.06,157.51,559.59,258.68,2.776,25.503,3.407,20.114
213,10.700,1,mouse,0.950438,397.24,181.84,562.90,277.08,3.306,25.536,3.036,20.526
214,10.759,1,mouse,0.943139,446.79,177.85,614.11,272.89,2.576,25.498,3.148,20.193
215,10.800,1,mouse,0.959263,443.50,186.82,607.14,279.03,2.520,25.762,3.158,20.560
216,10.860,1,mouse,0.900785,470.38,164.33,638.99,251.99,2.515,25.526,3.211,20.228
217,10.899,1,mouse,0.967572,472.45,163.69,635.43,256.82,2.579,25.549,2.952,20.598
218,10.958,1,mouse,0.947736,488.45,163.60,640.00,254.12,2.497,25.527,3.142,20.261
219,10.998,1,mouse,0.906050,495.33,181.95,640.00,270.18,2.549,25.526,3.002,20.712
220,11.059,1,mouse,0.566797,526.24,198.19,640.00,284.00,2.656,25.538,3.248,20.300
221,11.099,1,mouse,0.447867,525.92,206.15,639.71,293.93,2.614,25.501,3.088,20.724
222,11.156,,,,,,,,2.729,25.514,1.510,20.405
223,11.194,,,,,,,,2.554,25.499,1.529,21.010
224,11.256,,,,,,,,2.525,25.537,1.631,20.521
225,11.295,0,bottle,0.436424,318.40,9.52,394.23,236.12,2.586,25.494,2.978,20.993
226,11.358,1,mouse,0.398225,547.28,187.43,640.00,274.19,2.550,25.517,3.318,20.496
227,11.399,1,mouse,0.865632,310.85,386.39,634.32,475.43,2.545,25.502,3.030,20.920
227,11.399,1,mouse,0.474328,0.00,140.83,175.22,240.46,2.545,25.502,3.030,20.920
227,11.399,1,mouse,0.308234,538.01,166.60,640.00,262.41,2.545,25.502,3.030,20.920
228,11.459,1,mouse,0.602371,544.82,122.97,640.00,205.80,2.767,25.566,3.101,20.493
228,11.459,1,mouse,0.558944,309.36,325.02,637.89,459.38,2.767,25.566,3.101,20.493
229,11.499,1,mouse,0.830045,307.93,312.22,636.48,458.39,2.640,25.500,2.937,20.895
230,11.560,1,mouse,0.973872,309.06,285.58,638.09,422.19,2.823,25.533,3.281,20.492
230,11.560,1,mouse,0.950935,545.37,69.81,640.00,171.65,2.823,25.533,3.281,20.492
231,11.601,1,mouse,0.760605,309.28,287.49,637.37,427.32,2.596,25.536,3.312,20.825
232,11.659,1,mouse,0.926687,310.94,273.81,638.98,408.65,2.634,25.507,3.067,20.488
233,11.699,1,mouse,0.901210,299.45,269.84,629.07,410.60,2.562,25.741,2.981,20.865
234,11.760,1,mouse,0.953279,281.67,250.11,611.51,399.92,2.841,25.577,3.284,20.453
234,11.760,1,mouse,0.809033,530.46,55.55,640.00,140.70,2.841,25.577,3.284,20.453
235,11.800,1,mouse,0.786910,271.65,249.16,602.60,398.19,2.568,25.554,2.990,20.828
236,11.859,1,mouse,0.838968,252.06,248.02,584.78,399.48,2.512,25.557,3.186,20.478
237,11.900,1,mouse,0.704551,245.96,248.38,579.60,397.89,2.521,25.679,3.042,20.829
237,11.900,2,keyboard,0.285148,16.44,55.59,621.04,355.56,2.521,25.679,3.042,20.829
238,11.961,1,mouse,0.875859,499.38,56.62,640.00,152.41,2.733,25.589,3.173,20.442
238,11.961,1,mouse,0.827669,230.75,248.06,569.79,392.40,2.733,25.589,3.173,20.442
239,12.002,1,mouse,0.831827,497.73,57.77,640.00,144.53,2.499,25.758,3.373,20.729
239,12.002,1,mouse,0.816924,228.15,246.79,568.28,397.57,2.499,25.758,3.373,20.729
240,12.059,1,mouse,0.964053,490.40,65.32,640.00,149.41,2.474,25.619,3.262,20.421
240,12.059,1,mouse,0.890857,218.99,255.97,554.98,400.07,2.474,25.619,3.262,20.421
241,12.100,1,mouse,0.908374,484.29,67.55,640.00,147.33,2.559,25.592,2.904,20.806
241,12.100,1,mouse,0.526709,209.53,254.30,551.77,400.29,2.559,25.592,2.904,20.806
242,12.160,1,mouse,0.947500,482.11,74.22,639.74,155.73,2.750,25.547,3.150,20.416
242,12.160,1,mouse,0.504244,202.79,260.19,541.85,389.04,2.750,25.547,3.150,20.416
243,12.200,1,mouse,0.871248,492.13,70.80,640.00,149.93,2.563,25.500,3.005,20.798
243,12.200,1,mouse,0.841473,204.03,255.86,551.30,396.05,2.563,25.500,3.005,20.798
244,12.259,1,mouse,0.709318,205.33,261.15,552.53,405.27,2.728,25.509,3.293,20.418
244,12.259,1,mouse,0.373452,497.56,74.22,640.00,159.10,2.728,25.509,3.293,20.418
245,12.297,,,,,,,,2.637,25.539,1.520,20.938
246,12.360,1,mouse,0.748173,213.99,260.20,564.86,371.14,2.709,25.550,3.367,20.489
247,12.400,1,mouse,0.714039,210.57,257.66,561.48,371.55,2.572,25.795,3.030,20.833
248,12.458,1,mouse,0.892341,211.38,251.62,566.93,400.48,2.521,25.538,3.129,20.484
249,12.500,2,keyboard,0.555120,60.46,69.25,614.24,338.15,2.536,25.573,2.926,20.885
249,12.500,1,mouse,0.554087,219.48,240.94,574.65,350.31,2.536,25.573,2.926,20.885
250,12.560,1,mouse,0.849545,215.26,232.18,575.58,384.07,2.763,25.536,3.183,20.465
250,12.560,1,mouse,0.574858,564.94,78.61,639.84,151.11,2.763,25.536,3.183,20.465
251,12.601,1,mouse,0.350502,582.02,63.13,639.76,139.41,2.584,25.576,2.809,20.830
251,12.601,1,mouse,0.329702,222.47,224.49,587.34,336.64,2.584,25.576,2.809,20.830
252,12.642,1,mouse,0.510879,221.21,228.16,586.26,343.34,2.507,25.815,2.936,21.188
253,12.702,1,mouse,0.846847,231.53,223.18,599.16,380.02,2.534,25.533,3.071,20.696
254,12.772,1,mouse,0.754179,229.52,240.75,584.15,392.39,3.167,25.438,3.314,20.078
254,12.772,2,keyboard,0.454210,98.93,74.79,607.32,362.02,3.167,25.438,3.314,20.078
255,12.834,,,,,,,,2.809,25.526,1.756,19.704
256,12.875,1,mouse,0.838395,225.17,270.22,582.10,419.11,2.534,25.737,3.247,20.080
256,12.875,1,mouse,0.492478,0.17,108.61,118.23,264.33,2.534,25.737,3.247,20.080
256,12.875,1,mouse,0.446292,0.00,108.17,118.46,341.01,2.534,25.737,3.247,20.080
257,12.933,,,,,,,,2.795,25.568,1.576,19.820
258,12.974,1,mouse,0.890313,196.17,278.78,551.25,434.49,2.588,25.751,3.162,20.292
259,13.036,1,mouse,0.469765,185.54,289.78,539.08,428.49,3.090,25.521,3.308,19.876
260,13.076,1,mouse,0.728332,179.06,299.79,532.42,460.01,2.637,25.487,2.889,20.335
260,13.076,1,mouse,0.581119,577.34,93.89,639.86,170.58,2.637,25.487,2.889,20.335
261,13.135,1,mouse,0.583470,580.01,78.37,639.88,158.84,2.718,25.543,3.076,20.018
261,13.135,1,mouse,0.558250,170.61,288.09,517.71,406.39,2.718,25.543,3.076,20.018
262,13.176,1,mouse,0.599823,156.99,293.73,501.69,448.04,2.617,25.515,3.905,20.433
263,13.235,1,mouse,0.860666,139.08,283.79,474.24,406.16,2.508,25.538,3.473,20.087
263,13.235,1,mouse,0.390262,560.62,58.12,640.00,155.00,2.508,25.538,3.473,20.087
264,13.276,1,mouse,0.686791,123.29,284.20,463.83,398.54,2.607,25.506,3.108,20.506
265,13.333,1,mouse,0.746470,108.19,264.62,445.96,407.72,2.751,25.607,3.088,20.160
265,13.333,1,mouse,0.386905,532.50,43.81,640.00,138.80,2.751,25.607,3.088,20.160
266,13.373,1,mouse,0.803068,97.81,260.62,433.90,386.27,2.562,25.796,3.006,20.686
267,13.435,1,mouse,0.833529,66.58,259.52,404.24,396.58,2.836,25.589,3.234,20.261
268,13.475,1,mouse,0.935293,491.88,40.26,639.78,126.86,2.547,25.511,2.993,20.707
268,13.475,1,mouse,0.918386,65.37,256.30,404.94,401.99,2.547,25.511,2.993,20.707
269,13.535,1,mouse,0.896122,446.68,32.27,640.00,119.02,2.819,25.559,3.168,20.316
269,13.535,1,mouse,0.881447,42.54,245.48,373.30,397.20,2.819,25.559,3.168,20.316
270,13.575,1,mouse,0.937198,39.83,243.11,371.83,399.12,2.551,25.509,3.235,20.738
270,13.575,1,mouse,0.912528,469.79,28.09,639.74,116.17,2.551,25.509,3.235,20.738
271,13.636,1,mouse,0.940760,410.21,17.43,637.01,109.17,2.761,25.505,3.500,20.346
271,13.636,1,mouse,0.928799,8.61,242.92,346.40,397.96,2.761,25.505,3.500,20.346
272,13.677,1,mouse,0.957251,11.11,246.06,347.23,403.48,2.595,25.499,3.152,20.722
272,13.677,1,mouse,0.788951,439.85,19.99,634.79,112.17,2.595,25.499,3.152,20.722
273,13.738,1,mouse,0.944091,2.20,261.42,325.90,409.80,2.766,25.559,3.295,20.304
273,13.738,1,mouse,0.888345,441.18,24.62,634.76,113.69,2.766,25.559,3.295,20.304
274,13.779,1,mouse,0.963034,410.87,35.17,620.87,121.43,2.491,25.561,3.237,20.666
274,13.779,1,mouse,0.865779,2.91,267.33,322.14,431.85,2.491,25.561,3.237,20.666
275,13.840,1,mouse,0.941353,1.47,282.82,296.29,434.12,2.783,25.578,3.202,20.256
275,13.840,1,mouse,0.917680,403.24,42.70,595.97,129.15,2.783,25.578,3.202,20.256
276,13.905,1,mouse,0.961233,398.18,52.49,593.84,144.62,2.807,25.836,3.451,19.781
276,13.905,1,mouse,0.825164,3.50,297.68,276.80,451.17,2.807,25.836,3.451,19.781
277,13.946,1,mouse,0.963245,1.93,306.57,270.12,459.33,2.575,25.712,3.236,20.154
277,13.946,1,mouse,0.947106,389.69,66.32,579.74,151.80,2.575,25.712,3.236,20.154
278,14.003,1,mouse,0.952288,375.05,79.63,570.85,171.20,2.511,25.532,3.568,19.904
278,14.003,1,mouse,0.872758,0.41,332.31,259.15,473.87,2.511,25.532,3.568,19.904
279,14.044,1,mouse,0.950682,0.35,340.31,256.45,473.69,2.561,25.493,3.021,20.337
279,14.044,1,mouse,0.929319,338.74,99.24,563.00,185.18,2.561,25.493,3.021,20.337
280,14.103,1,mouse,0.950412,0.00,359.70,248.39,472.92,2.771,25.538,3.086,20.001
280,14.103,1,mouse,0.922713,357.27,111.48,559.45,199.54,2.771,25.538,3.086,20.001
280,14.103,0,bottle,0.425965,378.28,0.00,463.43,111.77,2.771,25.538,3.086,20.001
281,14.145,1,mouse,0.933320,0.00,365.58,243.84,472.48,2.562,25.774,3.068,20.403
281,14.145,1,mouse,0.919935,362.65,118.57,556.53,207.19,2.562,25.774,3.068,20.403
282,14.205,1,mouse,0.941049,354.97,129.94,551.81,216.25,3.271,25.546,3.205,20.052
282,14.205,1,mouse,0.904868,0.00,378.64,233.32,473.35,3.271,25.546,3.205,20.052
283,14.246,1,mouse,0.932527,325.76,132.84,538.89,219.43,2.567,25.570,3.004,20.430
283,14.246,1,mouse,0.831199,1.23,380.32,220.74,473.30,2.567,25.570,3.004,20.430
283,14.246,2,keyboard,0.264981,0.00,120.27,602.07,381.59,2.567,25.570,3.004,20.430
284,14.304,1,mouse,0.955648,338.74,141.17,533.68,227.98,2.515,25.544,3.192,20.149
284,14.304,1,mouse,0.920815,1.54,390.07,215.30,477.14,2.515,25.544,3.192,20.149
285,14.345,1,mouse,0.956406,0.47,396.01,209.64,477.44,2.508,25.525,2.953,20.526
285,14.345,1,mouse,0.924491,309.30,139.93,530.09,228.79,2.508,25.525,2.953,20.526
286,14.403,1,mouse,0.939839,330.73,151.89,525.71,241.54,2.515,25.585,3.528,20.181
286,14.403,1,mouse,0.895355,0.40,410.34,206.72,477.52,2.515,25.585,3.528,20.181
287,14.444,1,mouse,0.869175,0.09,414.19,199.61,477.55,2.574,25.545,2.995,20.598
287,14.444,1,mouse,0.827794,315.87,155.60,519.40,244.86,2.574,25.545,2.995,20.598
288,14.504,1,mouse,0.914451,315.80,166.16,515.86,255.76,2.833,25.494,3.204,20.230
288,14.504,1,mouse,0.698586,0.00,429.47,197.45,478.84,2.833,25.494,3.204,20.230
289,14.546,1,mouse,0.933902,315.40,168.84,517.22,257.08,2.552,25.511,3.187,20.585
289,14.546,1,mouse,0.500660,0.18,431.15,196.02,479.13,2.552,25.511,3.187,20.585
290,14.603,1,mouse,0.960993,321.67,174.90,521.93,264.97,2.509,25.524,3.084,20.276
291,14.643,1,mouse,0.968449,323.04,175.72,520.09,264.95,2.518,25.786,2.858,20.679
292,14.705,1,mouse,0.933083,320.90,182.83,520.88,273.19,3.374,25.506,3.033,20.271
293,14.745,1,mouse,0.933332,318.62,184.32,511.96,274.82,2.531,25.544,3.070,20.641
294,14.803,1,mouse,0.952525,313.98,199.49,512.30,288.98,2.510,25.566,3.521,20.322
295,14.843,1,mouse,0.902132,309.38,205.75,498.34,294.23,2.491,25.751,3.092,20.750
296,14.904,1,mouse,0.890389,293.89,228.34,495.55,318.64,2.797,25.604,3.088,20.351
296,14.904,0,bottle,0.707555,303.51,12.98,392.41,221.29,2.797,25.604,3.088,20.351
297,14.946,1,mouse,0.896621,282.71,233.25,489.28,323.03,2.538,25.792,3.086,20.682
297,14.946,0,bottle,0.752580,304.63,17.44,392.65,223.46,2.538,25.792,3.086,20.682
298,15.003,1,mouse,0.952504,287.30,238.19,482.46,329.57,2.495,25.556,3.189,20.360
298,15.003,0,bottle,0.586835,295.31,21.96,380.47,233.30,2.495,25.556,3.189,20.360
299,15.044,1,mouse,0.934479,287.80,247.41,484.30,337.49,2.533,25.769,2.952,20.761
299,15.044,0,bottle,0.416430,294.82,68.75,381.20,237.77,2.533,25.769,2.952,20.761
300,15.103,1,mouse,0.953839,272.93,252.06,462.44,341.92,2.768,25.545,3.150,20.379
301,15.142,1,mouse,0.904181,268.63,262.46,470.75,352.88,2.520,25.773,3.010,20.814
302,15.203,1,mouse,0.869782,287.57,278.66,478.54,369.05,2.529,25.500,3.318,20.410
302,15.203,0,bottle,0.772374,290.84,59.94,381.12,265.87,2.529,25.500,3.318,20.410
302,15.203,0,bottle,0.622118,100.36,20.16,186.28,281.42,2.529,25.500,3.318,20.410
303,15.243,1,mouse,0.889349,299.15,285.38,477.14,373.32,2.516,25.550,2.988,20.819
304,15.304,1,mouse,0.931708,301.52,297.72,489.88,389.28,2.823,25.557,3.197,20.419
304,15.304,0,bottle,0.590647,108.61,46.06,194.60,283.56,2.823,25.557,3.197,20.419
305,15.346,1,mouse,0.914100,305.16,298.11,495.41,389.66,2.526,25.559,3.041,20.748
305,15.346,0,bottle,0.276866,304.74,91.97,393.95,278.26,2.526,25.559,3.041,20.748
306,15.403,1,mouse,0.850112,302.48,307.86,494.66,399.97,2.471,25.538,3.137,20.418
306,15.403,0,bottle,0.849057,304.02,85.10,396.20,292.27,2.471,25.538,3.137,20.418
306,15.403,0,bottle,0.820303,112.55,40.49,204.01,307.89,2.471,25.538,3.137,20.418
307,15.444,1,mouse,0.931759,312.13,316.70,501.79,406.50,2.589,25.745,2.947,20.799
308,15.512,0,bottle,0.729738,314.28,106.82,406.88,312.09,2.812,25.861,3.274,20.200
308,15.512,1,mouse,0.690209,320.50,328.93,507.40,420.33,2.812,25.861,3.274,20.200
309,15.552,1,mouse,0.783419,326.49,346.78,510.19,435.62,2.593,25.537,2.954,20.604
309,15.552,0,bottle,0.265242,320.00,176.50,411.26,327.29,2.593,25.537,2.954,20.604
310,15.592,1,mouse,0.777695,331.62,350.50,521.50,439.25,2.566,25.561,2.960,21.049
311,15.633,0,bottle,0.750325,331.44,136.29,419.44,339.54,2.547,25.567,3.034,21.440
311,15.633,1,mouse,0.552204,332.64,357.69,526.31,448.29,2.547,25.567,3.034,21.440
311,15.633,0,bottle,0.443726,138.99,93.72,226.10,353.17,2.547,25.567,3.034,21.440
312,15.675,1,mouse,0.880434,337.59,361.20,529.69,451.05,2.498,25.544,4.653,21.665
312,15.675,0,bottle,0.785713,332.82,141.71,419.73,343.66,2.498,25.544,4.653,21.665
313,15.715,1,mouse,0.855736,335.71,365.94,528.67,456.11,2.471,25.562,3.179,21.953
313,15.715,0,bottle,0.847916,333.17,141.81,421.41,345.88,2.471,25.562,3.179,21.953
313,15.715,0,bottle,0.345411,142.16,106.40,228.95,365.06,2.471,25.562,3.179,21.953
314,15.756,0,bottle,0.721344,137.91,118.47,228.21,370.08,2.549,25.527,3.043,22.218
314,15.756,1,mouse,0.676812,333.37,371.87,521.69,460.33,2.549,25.527,3.043,22.218
314,15.756,0,bottle,0.491160,329.80,148.93,420.34,352.32,2.549,25.527,3.043,22.218
315,15.795,0,bottle,0.624161,132.97,119.21,226.29,378.78,2.532,25.553,2.962,22.503
316,15.835,1,mouse,0.444137,319.48,387.22,509.70,474.62,2.539,25.566,2.971,22.784
317,15.875,0,bottle,0.453180,124.36,134.53,215.30,387.26,2.503,25.728,2.899,23.004
318,15.915,0,bottle,0.703613,320.68,168.96,408.85,375.57,2.508,25.535,3.038,23.206
318,15.915,0,bottle,0.584149,133.04,119.01,215.59,394.73,2.508,25.535,3.038,23.206
318,15.915,1,mouse,0.406759,326.93,394.76,516.27,475.83,2.508,25.535,3.038,23.206
319,15.956,0,bottle,0.758655,132.54,119.35,214.42,386.01,2.547,25.548,3.016,23.345
319,15.956,0,bottle,0.749954,320.79,166.81,408.77,368.86,2.547,25.548,3.016,23.345
319,15.956,1,mouse,0.659377,323.80,389.11,516.02,475.50,2.547,25.548,3.016,23.345
320,15.996,0,bottle,0.885840,323.61,169.17,411.09,376.88,2.506,25.585,2.983,23.494
320,15.996,1,mouse,0.348568,328.02,396.93,519.06,477.26,2.506,25.585,2.983,23.494
321,16.037,0,bottle,0.573259,134.29,150.81,217.74,391.45,2.466,25.594,3.178,23.597
321,16.037,0,bottle,0.441568,323.81,182.36,411.35,377.47,2.466,25.594,3.178,23.597
321,16.037,1,mouse,0.417965,325.93,397.69,520.39,477.84,2.466,25.594,3.178,23.597
322,16.077,0,bottle,0.764538,323.50,177.40,413.22,382.53,2.492,25.556,3.020,23.712
322,16.077,1,mouse,0.640123,328.47,401.24,519.78,476.39,2.492,25.556,3.020,23.712
323,16.151,0,bottle,0.861678,324.75,176.98,415.33,382.34,3.059,25.909,3.079,22.693
323,16.151,0,bottle,0.769740,135.12,129.19,221.75,401.61,3.059,25.909,3.079,22.693
324,16.192,0,bottle,0.876407,324.71,182.05,415.73,396.68,2.550,25.496,3.069,22.906
324,16.192,1,mouse,0.658894,331.76,408.38,519.46,476.98,2.550,25.496,3.069,22.906
324,16.192,0,bottle,0.545487,134.83,155.40,220.66,405.45,2.550,25.496,3.069,22.906
325,16.233,0,bottle,0.750490,326.39,181.90,412.62,389.28,2.556,25.535,3.043,23.053
325,16.233,0,bottle,0.571500,134.93,147.01,219.64,405.03,2.556,25.535,3.043,23.053
325,16.233,1,mouse,0.393283,332.37,407.85,517.05,476.40,2.556,25.535,3.043,23.053
325,16.233,0,bottle,0.392854,344.76,182.67,397.08,364.90,2.556,25.535,3.043,23.053
326,16.274,0,bottle,0.838686,326.22,182.40,414.05,391.68,2.483,25.551,2.954,23.214
326,16.274,0,bottle,0.681125,135.18,163.74,219.05,410.36,2.483,25.551,2.954,23.214
326,16.274,1,mouse,0.636829,333.31,408.89,520.63,476.81,2.483,25.551,2.954,23.214
327,16.314,0,bottle,0.851508,323.89,184.70,413.54,391.37,2.498,25.581,3.007,23.338
327,16.314,0,bottle,0.730544,133.84,142.29,219.27,411.62,2.498,25.581,3.007,23.338
327,16.314,1,mouse,0.635459,331.52,410.23,518.31,476.99,2.498,25.581,3.007,23.338
328,16.354,0,bottle,0.808540,323.53,188.85,411.36,394.67,2.544,25.572,2.958,23.478
328,16.354,0,bottle,0.442994,133.95,119.38,217.46,413.25,2.544,25.572,2.958,23.478
328,16.354,1,mouse,0.303933,330.87,414.15,517.51,476.96,2.544,25.572,2.958,23.478
329,16.394,0,bottle,0.634341,321.40,199.05,410.23,402.19,2.533,25.560,3.093,23.619
330,16.434,0,bottle,0.757331,124.78,174.27,211.29,419.81,2.473,25.575,3.196,23.776
330,16.434,0,bottle,0.515974,316.80,202.03,406.29,405.10,2.473,25.575,3.196,23.776
331,16.474,0,bottle,0.771720,314.91,204.39,406.51,411.41,2.496,25.558,3.099,23.890
331,16.474,0,bottle,0.598276,124.58,154.23,212.12,431.26,2.496,25.558,3.099,23.890
332,16.511,,,,,,,,2.477,25.550,1.421,24.154
333,16.552,0,bottle,0.523060,308.39,198.90,398.62,408.32,2.500,25.577,2.997,24.282
333,16.552,0,bottle,0.262839,116.07,178.95,201.99,423.90,2.500,25.577,2.997,24.282
334,16.592,0,bottle,0.750323,306.90,198.84,398.74,404.96,2.531,25.551,2.975,24.311
334,16.592,0,bottle,0.311176,115.15,181.70,204.64,426.44,2.531,25.551,2.975,24.311
335,16.632,0,bottle,0.904039,305.82,197.16,396.03,392.12,2.549,25.542,2.998,24.383
335,16.632,0,bottle,0.807831,112.08,160.32,203.86,411.15,2.549,25.542,2.998,24.383
336,16.670,,,,,,,,2.512,25.566,2.374,24.505
337,16.710,0,bottle,0.733350,297.90,163.51,389.03,369.81,2.495,25.553,2.996,24.608
337,16.710,0,bottle,0.621549,106.25,127.58,197.51,388.84,2.495,25.553,2.996,24.608
338,16.749,0,bottle,0.369249,301.32,162.48,392.16,368.69,2.506,25.569,2.982,24.690
339,16.787,,,,,,,,2.503,25.620,1.478,24.848
340,16.832,1,mouse,0.889731,304.69,369.77,489.57,459.49,2.555,25.593,3.307,24.706
340,16.832,0,bottle,0.749506,95.74,112.37,178.89,372.62,2.555,25.593,3.307,24.706
340,16.832,0,bottle,0.643051,285.09,148.25,374.24,347.05,2.555,25.593,3.307,24.706
341,16.872,1,mouse,0.843238,303.33,363.86,485.79,436.35,2.544,25.581,3.071,24.622
341,16.872,0,bottle,0.647779,285.51,145.77,373.55,340.04,2.544,25.581,3.071,24.622
342,16.912,0,bottle,0.947972,280.79,128.45,370.59,319.15,2.506,25.566,2.984,24.654
343,16.951,0,bottle,0.840529,280.53,101.87,368.63,288.79,2.522,25.531,2.966,24.733
344,16.991,1,mouse,0.767585,288.16,283.33,469.20,372.12,2.488,25.567,3.013,24.807
345,17.030,0,bottle,0.704793,262.05,63.62,351.95,252.18,2.492,25.546,2.937,24.859
346,17.069,1,mouse,0.756724,280.21,232.54,457.70,319.75,2.460,25.543,3.013,24.912
347,17.110,1,mouse,0.768944,257.52,227.13,442.20,315.17,2.574,25.508,2.946,24.934
348,17.151,,,,,,,,2.506,25.594,1.561,24.811
349,17.193,1,mouse,0.812136,246.52,185.88,425.90,273.50,2.488,25.526,3.098,24.724
350,17.234,1,mouse,0.966403,251.10,189.78,425.72,275.06,2.490,25.550,2.992,24.757
351,17.274,1,mouse,0.521602,248.93,177.36,427.45,260.39,2.482,25.553,3.045,24.733
352,17.314,1,mouse,0.938450,252.47,165.35,429.81,249.99,2.473,25.539,2.982,24.776
353,17.354,1,mouse,0.738644,251.84,161.82,428.76,231.25,2.483,25.543,2.969,24.803
354,17.395,1,mouse,0.907219,260.63,125.61,442.28,214.07,2.489,25.569,2.909,24.838
354,17.395,1,mouse,0.529305,2.10,427.65,302.40,479.58,2.489,25.569,2.909,24.838
355,17.459,1,mouse,0.824881,8.01,401.45,305.84,477.43,2.787,25.639,3.133,23.895
355,17.459,1,mouse,0.722251,262.98,119.32,438.71,196.00,2.787,25.639,3.133,23.895
356,17.500,1,mouse,0.929114,270.44,99.07,449.92,183.28,2.549,25.534,3.021,23.955
356,17.500,1,mouse,0.883281,11.33,394.09,315.82,477.82,2.549,25.534,3.021,23.955
357,17.559,1,mouse,0.956488,274.50,95.11,453.71,179.04,2.636,25.538,3.133,23.256
357,17.559,1,mouse,0.922068,14.87,387.25,325.62,476.60,2.636,25.538,3.133,23.256
358,17.600,1,mouse,0.948059,272.51,87.69,453.35,174.28,2.603,25.529,3.048,23.344
358,17.600,1,mouse,0.917370,16.45,382.16,331.05,476.23,2.603,25.529,3.048,23.344
359,17.660,1,mouse,0.959042,10.41,351.03,325.80,471.11,2.708,25.561,3.426,22.700
359,17.660,1,mouse,0.896954,267.45,72.58,443.84,150.89,2.708,25.561,3.426,22.700
360,17.701,1,mouse,0.970328,18.38,350.54,321.99,471.94,2.556,25.547,3.068,22.853
360,17.701,1,mouse,0.948989,273.32,60.03,452.64,145.00,2.556,25.547,3.068,22.853
360,17.701,1,mouse,0.335011,0.16,97.61,68.14,182.69,2.556,25.547,3.068,22.853
361,17.759,1,mouse,0.970996,277.02,62.65,454.20,148.68,2.709,25.598,3.147,22.284
361,17.759,1,mouse,0.951465,31.37,355.21,339.82,473.14,2.709,25.598,3.147,22.284
362,17.801,1,mouse,0.975999,279.45,63.73,456.81,151.30,2.543,25.533,2.992,22.513
362,17.801,1,mouse,0.871246,33.35,359.31,350.26,472.72,2.543,25.533,2.992,22.513
362,17.801,1,mouse,0.355800,0.70,122.09,80.80,198.13,2.543,25.533,2.992,22.513
362,17.801,1,mouse,0.325540,0.03,118.25,77.87,235.81,2.543,25.533,2.992,22.513
363,17.860,1,mouse,0.971925,275.18,62.90,452.09,147.52,2.522,25.563,3.137,21.953
363,17.860,1,mouse,0.935933,28.50,351.89,352.63,472.44,2.522,25.563,3.137,21.953
363,17.860,1,mouse,0.471483,0.13,117.10,66.01,260.20,2.522,25.563,3.137,21.953
364,17.900,1,mouse,0.962712,274.45,61.21,453.51,146.62,2.538,25.560,2.953,22.163
364,17.900,1,mouse,0.957397,32.33,351.10,351.53,472.09,2.538,25.560,2.953,22.163
365,17.959,1,mouse,0.961301,11.28,336.28,334.44,473.89,2.758,25.567,3.196,21.649
365,17.959,1,mouse,0.894441,257.51,48.60,433.15,133.16,2.758,25.567,3.196,21.649
366,18.001,1,mouse,0.917813,257.77,44.70,432.26,130.76,2.512,25.521,2.983,21.958
366,18.001,1,mouse,0.801263,11.08,334.61,322.80,470.72,2.512,25.521,2.983,21.958
367,18.059,1,mouse,0.948623,256.85,35.01,430.62,122.11,2.711,25.532,3.493,21.433
367,18.059,1,mouse,0.854142,9.60,325.58,316.91,471.86,2.711,25.532,3.493,21.433
368,18.099,1,mouse,0.929887,7.57,323.01,317.99,474.01,2.567,25.523,3.078,21.748
368,18.099,1,mouse,0.906021,233.23,31.72,420.76,119.66,2.567,25.523,3.078,21.748
369,18.160,1,mouse,0.935832,239.47,21.92,419.82,110.59,2.664,25.555,3.422,21.263
369,18.160,1,mouse,0.931993,6.39,317.35,314.56,474.30,2.664,25.555,3.422,21.263
370,18.200,1,mouse,0.960129,234.12,30.16,407.55,118.14,2.574,25.495,3.089,21.560
370,18.200,1,mouse,0.915268,2.81,322.72,310.66,472.50,2.574,25.495,3.089,21.560
371,18.259,1,mouse,0.952263,221.37,26.52,396.62,114.01,2.731,25.598,3.187,21.111
